raw,cal
5.27004640821,2.92139925127
4.95314895126,2.68225914346
5.33048836404,3.07991297623
5.06866962092,2.90366540888
5.08137166827,2.90852475041
5.10812692389,2.98855527911
5.29579048733,3.21314908861
5.17235261113,3.11782679213
5.19736975215,3.17028705325
5.22184724744,3.26985991513
5.5121358257,3.58296852017
5.24626272032,3.38667226107
5.16658686468,3.35077490364
5.18382333393,3.41409336509
5.19416212777,3.50366827152
5.47284222131,3.77348587014
5.42246299095,3.75843630119
5.23578253185,3.60236431711
5.72998665263,4.0871713236
5.25638046032,3.72790677433
5.46242241081,3.8665407675
5.28701956147,3.76315161507
5.2941646218,3.77111515657
5.7458053014,4.21058919896
5.74991369075,4.22810401853
5.3832024103,3.87204635139
5.65503232763,4.1342886285
5.64752349206,4.18079035851
5.63115389636,4.1234281429
5.80204920685,4.29331932489
6.06676538128,4.4967352806
5.76477826735,4.20380696803
6.02234912894,4.34681763615
5.72087263829,4.06934631298
6.24099912997,4.49763760478
5.73151810465,4.01414546059
6.18570673264,4.29006505597
6.29509947315,4.37702148284
6.25215857937,4.22541528503
6.2264944932,4.12941399536
6.20835701541,4.0993440475
6.82575493529,4.60339571779
6.88467986761,4.5930883961
6.75063939034,4.38887042194
6.80358304854,4.32742748955
7.54618249114,4.97950305923
7.50832178405,4.86328542646
7.47901462029,4.64975411511
7.05922105506,4.25571364516
7.26164734035,4.40501363736
8.19809514342,5.20522699827
8.16081586283,5.08908042508
8.1216503888,4.84939654165
8.38730165822,5.07508653497
8.05579966532,4.77249175403
8.32855937665,4.88585095725
8.28155603798,4.86856455419
8.27211633183,4.73086412727
8.24113968553,4.67052152072
9.69631285845,5.95280079678
9.93090553071,6.13981858964
9.67221816415,5.56383655153
9.90621654513,5.72408955652
11.7797394717,7.47780823306
9.85385644528,5.70726187061
14.07764807,9.013043071
11.7026244042,7.4150229085
14.1700297004,8.74926556466
17.0260457245,11.7814649292
14.1293147307,8.89998597775
17.2002471014,10.9076659665
17.1761412013,11.7402156924
13.9113616968,8.19537586169
16.8660235119,10.6874296696
13.9792042093,9.01490571018
26.9766506368,19.8606128684
17.0140249366,11.7321359631
13.8927479373,6.3115138847
31.0162220621,23.7644692048
21.0976607106,16.1797274799
16.9569095979,8.23147572621
16.9510468841,10.4600102062
16.9284562431,11.9566489733
21.0272215801,14.8282696224
21.0156523503,14.6756101339
20.9999891007,14.1286064297
26.785848633,19.427884262
26.7800948187,19.6366306072
16.86343014,9.602223119
21.0179477467,13.3558433131
26.8373508804,20.8164915411
26.8589757739,19.7749958189
21.0722853796,13.2068144076
26.8684611207,18.8651782758
30.9777979495,24.1677860687
26.9188112159,19.2963852914
31.1115668199,22.2942405963
27.1181369699,20.2915832227
27.1595424381,19.6913322007
31.3119594123,24.1365178945
31.3575409526,24.4512157786
31.5490988659,24.1557695932
27.5487073842,20.870990619
31.7048284297,24.9599310957
31.7642270302,25.6707774607
31.8291056723,25.1544880551
31.9028976108,25.297100413
31.9711383436,25.6310824728
20.3030619225,15.0881229538
32.1120791497,25.8068615583
32.1779095741,27.6093165884
32.2281076671,26.0536794497
17.9750438768,13.0560060256
20.5848659902,15.7217385923
18.0727314162,15.0668481214
20.6890997249,16.843480735
14.0751939645,10.8817671677
20.8016460114,16.868065102
14.1814361713,11.6363029209
14.2175752866,10.8505355612
16.0313709267,13.1969152502
16.0699091152,13.352822991
16.104296974,13.0421657496
14.3822810175,11.4960775499
14.4333921491,11.6011686748
16.2468307883,13.4476102887
11.5842862477,9.10198278474
12.9149520255,10.0895228015
12.9405955521,10.6526279736
16.37017879,13.6872133521
12.9854503098,10.4726703292
13.0173468355,10.2029113685
13.0524366497,10.6322142201
10.5824661095,8.34945027278
10.6147595869,8.27607969909
13.1578287126,10.8928662174
11.7096357336,9.57890217773
10.695383096,8.33187820432
10.7156337893,8.57759158859
9.6329586332,7.71813972617
8.85350265959,6.91853137318
9.70441933328,7.80664443193
9.74264177096,7.96207990328
9.77427077893,7.90030934684
9.80577667042,7.953837516
8.81843264565,7.08632718601
7.37258549982,5.75362101407
8.85147383037,7.2431151663
7.41425254554,6.04723584966
7.44395404071,5.92502557302
8.01615377503,6.61863015931
8.04685697668,6.69669325489
8.06096749146,6.66228361149
6.78853930176,5.51853689732
6.79696690016,5.54894727424
6.13606578102,5.03282168757
7.26742259982,6.0966660146
7.2757485745,6.14100922687
6.54098152442,5.39624729031
6.54661245847,5.40701816411
6.91180636991,5.81062874524
5.86693509168,4.84247744584
5.85319891785,4.79326628215
5.83348860353,4.84164170479
6.12370945927,5.07576501783
6.1012366307,5.02288233268
5.66276458256,4.59289434629
5.63702343789,4.56027651144
5.61136035035,4.54908555175
6.28134169285,5.12541363069
5.75221196168,4.58745651866
6.20809607389,4.9352604408
6.41571905315,5.12398061907
5.62616290695,4.36090898091
6.08308955789,4.70586319122
6.48765076367,5.11042476465
6.43939114766,4.97307265079
5.74039965044,4.22734081299
6.31234035161,4.71134647372
6.29056809834,4.72047708559
6.20934315892,4.52419793828
6.19837006613,4.45300693259
6.15216734998,4.37830285268
6.09174572959,4.28376219522
6.68975056269,4.77771658117
6.64421783459,4.70749137059
6.59036218036,4.59158190422
6.24082904844,4.2404683496
6.49971959688,4.42636219398
6.14018138269,4.10846134456
6.5706527318,4.38775420436
6.0287034834,3.96414587909
5.97805972006,3.82862570568
6.74138986883,4.5475208772
6.3406849206,4.18673671457
6.66114816951,4.35922796155
6.23301576412,4.00343149671
6.179510787,3.93999097446
6.49125164144,4.25098219998
6.43653833895,4.21388795489
6.36756079055,4.10525843029
7.21786592683,4.86791653083
6.25040045628,4.05613430481
7.10969143297,4.66689258409
7.0546595439,4.77548298819
7.00552954237,4.64014500387
6.95566379544,4.59562622382
6.9016842905,4.58705844483
7.04470762747,4.73198430035
6.79398464762,4.5247952857
6.15445236561,3.97311805854
6.86108499086,4.61389948368
7.31473811217,5.0654219056
